"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20009856,"  9856 (1991 EE)",9856,,,Y,Y,0,17.11,,,,,,,1.0,,0.3,3.045,,,,,,,,,"JPL 194",2460600.5,60600,2024-10-17.0,J2000,0.6258,2.242,0.839,9.83,168.11,116.18,314.61,3.65,0.2935,2460755.13,2025-03-20.6,1.23e+03,3.36,0.0224,8.72,1.68,3.33,1.2e-08,1.6e-09,2.8e-08,4.5e-06,1.9e-05,2.0e-05,3.1e-06,2.6e-09,3.2e-10,1.1e-05,1.3e-06,APO,"Otto Matic",11992,1991-03-13,2024-01-11,1308,3,1,0,.36141,,,,,,,,,
20010115," 10115 (1992 SK)",10115,,,Y,Y,0,17.12,,,,,,,0.938,,0.318,7.319,,,,,S:,,,0.29,"JPL 345",2460600.5,60600,2024-10-17.0,J2000,0.3250,1.249,0.843,15.32,8.89,233.69,84.54,1.65,0.7065,2460480.83,2024-06-19.3,510,1.4,0.0444,17.3,3.4,5.06,2.3e-09,7.7e-10,3.2e-09,1.4e-07,5.9e-07,9.8e-07,1.2e-06,1.0e-09,6.6e-10,1.5e-06,4.7e-07,APO,"Otto Matic",25920,1953-10-12,2024-09-29,2167,10,7,0,.53975,,,,-8.3e-15,1.1e-15,,,,
20011500," 11500 Tomaiyowit (1989 UR)",11500,Tomaiyowit,,Y,Y,0,18.37,,,,,,,0.738,,0.142,73,,,,,S,,,0.01,"JPL 213",2460600.5,60600,2024-10-17.0,J2000,0.3558,1.08,0.696,10.31,234.39,289.52,323.61,1.46,0.8783,2460641.94,2024-11-27.4,410,1.12,0.0345,13.4,3.55,5.66,3.6e-08,6.6e-10,3.9e-08,3.3e-06,1.1e-05,1.2e-05,6.5e-06,9.0e-10,8.1e-10,7.4e-06,3.8e-07,APO,"Otto Matic",10889,1989-10-25,2019-08-18,1243,0,1,0,.41856,,,,,,,,,
20012538," 12538 (1998 OH)",12538,,,Y,Y,0,15.97,,,,,,,1.663,,0.232,2.575,,,,,S:,,,0.33,"JPL 591",2460600.5,60600,2024-10-17.0,J2000,0.4058,1.542,0.916,24.54,220.69,321.79,317.04,2.17,0.5149,2460683.93,2025-01-08.4,699,1.91,0.0269,10.5,2.9,4.28,4.7e-10,2.7e-10,7.4e-10,1.5e-07,1.2e-07,1.9e-07,1.8e-07,3.8e-10,1.4e-10,3.7e-07,1.8e-07,APO,"Otto Matic",12044,1991-10-10,2024-09-30,11304,0,1,0,.24261,,,,,,,,,
20012923," 12923 Zephyr (1999 GK4)",12923,Zephyr,,Y,Y,0,15.82,,,,,,,2.060,,0.199,3.893,,,,,S:,,,0.01,"JPL 450",2460600.5,60600,2024-10-17.0,J2000,0.4918,1.963,0.998,5.30,168.17,147.13,51.56,2.93,0.3584,2460456.63,2024-05-26.1,1e+03,2.75,0.0218,8.47,2.4,3.72,2.0e-08,2.4e-09,3.9e-08,2.9e-06,2.7e-05,2.7e-05,2.7e-06,3.5e-09,6.5e-10,7.5e-06,1.8e-06,APO,"Otto Matic",25366,1955-04-21,2024-10-01,2643,,,0,.42151,,,,,,,,,
20013651," 13651 (1997 BR)",13651,,,Y,Y,0,17.89,,,,,,,0.562,,0.511,33.644,,,,,S,,,0.02,"JPL 171",2460600.5,60600,2024-10-17.0,J2000,0.3057,1.335,0.927,17.25,116.63,133.86,262.62,1.74,0.6386,2460752.98,2025-03-18.4,564,1.54,0.0139,5.4,3.36,4.82,2.6e-09,9.3e-10,4.0e-09,1.8e-07,5.0e-07,9.6e-07,2.0e-06,1.2e-09,6.7e-10,3.3e-06,5.9e-07,APO,"Otto Matic",15689,1980-02-09,2023-01-23,1094,0,2,0,.51314,,,,-7.7e-15,1.6e-15,,,,
20014827," 14827 Hypnos (1986 JK)",14827,Hypnos,,Y,Y,0,18.75,,,,,,,0.9,,,,,0.684,0.492,,,,,,"JPL 86",2460600.5,60600,2024-10-17.0,J2000,0.6649,2.841,0.952,1.98,57.93,238.19,21.63,4.73,0.2058,2460495.41,2024-07-03.9,1.75e+03,4.79,0.0153,5.95,0.524,2.94,1.5e-08,5.1e-09,4.2e-08,5.3e-06,6.5e-05,6.6e-05,9.5e-07,8.5e-09,5.6e-10,4.5e-06,4.7e-06,APO,"Otto Matic",14025,1986-05-04,2024-09-26,318,0,11,0,.45349,,,,,,,,,
20016960," 16960 (1998 QS52)",16960,,,Y,Y,0,14.42,,,,,,,,,,2.8985,,,,,Sq,,,,"JPL 409",2460600.5,60600,2024-10-17.0,J2000,0.8590,2.201,0.310,17.52,260.15,243.25,308.68,4.09,0.3019,2460770.48,2025-04-04.9,1.19e+03,3.26,0.0176,6.83,1.6,3,1.6e-09,1.3e-09,3.7e-09,1.4e-07,6.5e-07,5.6e-07,7.6e-07,2.5e-09,2.7e-10,2.7e-06,1.1e-06,APO,"Otto Matic",15085,1983-06-14,2024-10-01,2465,,,0,.45012,,,,,,,,,
20020425," 20425 (1998 VD35)",20425,,,Y,Y,0,20.51,,,,,,,,,,,,,,,Sq,,,,"JPL 31",2460600.5,60600,2024-10-17.0,J2000,0.4764,1.565,0.819,6.99,227.25,296.32,32.70,2.31,0.5035,2460535.55,2024-08-13.0,715,1.96,0.0029,1.13,2.71,4.28,1.3e-07,5.2e-08,1.9e-07,3.8e-05,1.4e-04,1.4e-04,2.3e-04,7.7e-08,2.5e-08,4.5e-04,3.6e-05,APO,"Otto Matic",2448,1998-11-15,2005-07-29,51,,,1,.62984,,,,,,,,,
20022753," 22753 (1998 WT)",22753,,,Y,Y,0,17.69,,,,,,,,,,10.24,,,,,,,,,"JPL 265",2460600.5,60600,2024-10-17.0,J2000,0.5699,1.219,0.524,3.20,307.36,324.80,165.33,1.91,0.7324,2460374.75,2024-03-05.2,492,1.35,0.0337,13.1,3.21,5.06,9.9e-09,4.5e-09,1.1e-08,2.9e-06,4.0e-05,4.0e-05,1.4e-05,7.1e-09,4.1e-09,1.8e-05,2.7e-06,APO,"Otto Matic",25162,1955-10-24,2024-09-13,1139,6,2,0,.48793,,,,-1.5e-14,5.3e-15,,,,
20023187," 23187 (2000 PN9)",23187,,,Y,Y,0,16.06,,,,,,,,,,2.5325,,,,,,,,,"JPL 401",2460600.5,60600,2024-10-17.0,J2000,0.5893,1.847,0.759,51.33,164.29,293.53,167.50,2.94,0.3926,2460173.89,2023-08-17.3,917,2.51,0.0124,4.81,3.08,3.42,1.1e-09,1.6e-10,2.1e-09,3.5e-07,7.8e-08,1.4e-07,2.6e-07,2.5e-10,5.1e-11,6.1e-07,1.2e-07,APO,"Otto Matic",12367,1990-08-02,2024-06-11,2257,6,2,0,.42291,,,,,,,,,
20025143," 25143 Itokawa (1998 SF36)",25143,Itokawa,,Y,Y,0,19.26,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.1e-9,,,,S(IV),,,,"JPL 217",2460600.5,60600,2024-10-17.0,J2000,0.2803,1.324,0.953,1.62,69.08,162.82,142.57,1.70,0.6469,2460380.09,2024-03-10.5,557,1.52,0.0129,5.01,3.29,4.9,2.1e-09,4.6e-09,1.9e-09,2.7e-07,6.5e-06,6.5e-06,8.9e-06,5.9e-09,3.4e-09,1.3e-05,2.9e-06,APO,"Otto Matic",9489,1998-09-19,2024-09-11,958,19,18,0,.44982,,,,-2.8e-14,8.2e-15,,,,
20026663," 26663 (2000 XK47)",26663,,,Y,Y,0,18.19,,,,,,,,,,2.572,,,,,,,,,"JPL 137",2460600.5,60600,2024-10-17.0,J2000,0.4717,1.546,0.817,13.53,303.59,231.23,108.78,2.28,0.5127,2460388.33,2024-03-18.8,702,1.92,0.0342,13.3,2.78,4.3,2.7e-08,1.7e-09,4.1e-08,3.5e-06,7.1e-06,9.8e-06,7.9e-06,2.4e-09,8.2e-10,1.5e-05,1.1e-06,APO,"Otto Matic",18282,1974-07-12,2024-07-31,637,2,2,0,.44436,,,,,,,,,
20027002," 27002 (1998 DV9)",27002,,,Y,Y,0,18.31,,,,,,,,,,,,,,,,,,,"JPL 109",2460600.5,60600,2024-10-17.0,J2000,0.4333,1.744,0.988,8.70,130.34,0.82,203.62,2.50,0.428,2460965.86,2025-10-17.3,841,2.3,0.00429,1.67,2.57,4.01,3.0e-08,4.0e-09,5.3e-08,3.7e-06,2.6e-05,2.6e-05,1.4e-05,5.8e-09,1.5e-09,3.4e-05,2.9e-06,APO,"Otto Matic",9663,1998-02-23,2024-08-08,519,,,0,.58074,,,,,,,,,
20029075," 29075 (1950 DA)",29075,,,Y,Y,0,17.29,,,,,,,1.3,,0.070,2.1216,,,,,,,,0.13,"JPL 265",2460600.5,60600,2024-10-17.0,J2000,0.5077,1.699,0.836,12.16,356.59,224.76,223.31,2.56,0.4451,2460907.61,2025-08-20.1,809,2.21,0.0385,15,2.48,4.03,1.2e-08,9.3e-10,2.0e-08,2.6e-07,3.5e-06,5.7e-06,2.0e-06,1.4e-09,3.7e-10,4.7e-06,6.6e-07,APO,"Otto Matic",26885,1950-02-23,2023-10-03,1124,8,4,0,.48934,,,,-5.2e-15,1.0e-15,,,,
20031669," 31669 (1999 JT6)",31669,,,Y,Y,0,16.09,,,,,,,,,,5.807,,,,,,,,,"JPL 215",2460600.5,60600,2024-10-17.0,J2000,0.5776,2.137,0.903,9.54,78.77,39.10,97.39,3.37,0.3154,2460291.76,2023-12-13.2,1.14e+03,3.12,0.000451,0.176,1.81,3.47,2.6e-08,2.1e-09,5.6e-08,4.1e-06,2.4e-05,2.4e-05,4.1e-06,3.3e-09,4.6e-10,1.3e-05,1.7e-06,APO,"Otto Matic",10228,1996-06-12,2024-06-13,1234,,,0,.49423,,,,,,,,,
20035107," 35107 (1991 VH)",35107,,,Y,Y,1,16.91,,,,,,,0.929,,0.408,2.6236,,,,,Sk,,,0.04,"JPL 517",2460600.5,60600,2024-10-17.0,J2000,0.1442,1.137,0.973,13.91,139.34,206.96,100.55,1.30,0.8126,2460476.76,2024-06-15.2,443,1.21,0.0255,9.91,3.98,5.47,2.1e-09,9.8e-10,2.4e-09,1.9e-07,4.6e-07,1.5e-06,2.6e-06,1.1e-09,1.0e-09,3.0e-06,5.7e-07,APO,"Otto Matic",10771,1991-11-09,2021-05-06,4050,3,0,0,.34809,,,,4.3e-15,2.1e-15,,,,
20035396," 35396 (1997 XF11)",35396,,,Y,Y,0,17.01,,,,,,,0.704,,0.772,3.259,,,,,Xk,,,0.10,"JPL 393",2460600.5,60600,2024-10-17.0,J2000,0.4837,1.442,0.745,4.10,213.65,103.04,272.13,2.14,0.5691,2460754.90,2025-03-20.3,633,1.73,0.000394,0.154,3.18,4.53,2.0e-09,2.9e-10,3.0e-09,6.2e-08,1.6e-06,1.6e-06,1.4e-06,4.3e-10,1.7e-10,2.5e-06,1.9e-07,APO,"Otto Matic",12356,1990-03-22,2024-01-19,2562,5,1,0,.47807,,,,,,,,,
20037638," 37638 (1993 VB)",37638,,,Y,Y,0,19.28,,,,,,,,,,3.5301,,,,,,,,,"JPL 104",2460600.5,60600,2024-10-17.0,J2000,0.5199,1.913,0.918,5.08,145.56,323.20,236.56,2.91,0.3725,2460931.89,2025-09-13.3,966,2.65,0.000275,0.107,2.26,3.75,8.2e-09,2.1e-09,1.6e-08,3.7e-06,1.3e-05,1.3e-05,8.1e-07,3.1e-09,6.0e-10,2.4e-06,1.6e-06,APO,"Otto Matic",10788,1993-11-06,2023-05-21,956,5,1,0,.32759,,,,,,,,,
20037655," 37655 Illapa (1994 PM)",37655,Illapa,,Y,Y,0,17.85,,,,,,,,,,2.6556,,,,,,,,,"JPL 127",2460600.5,60600,2024-10-17.0,J2000,0.7525,1.478,0.366,18.03,139.52,303.90,254.99,2.59,0.5486,2460791.90,2025-04-26.4,656,1.8,0.025,9.73,2.83,4.19,2.1e-08,4.4e-09,3.1e-08,4.7e-06,5.6e-06,6.2e-06,7.4e-06,7.6e-09,2.4e-09,1.4e-05,2.9e-06,APO,"Otto Matic",10923,1994-08-01,2024-06-27,658,1,1,0,.37375,,,,-1.2e-14,3.2e-15,,,,
20041429," 41429 (2000 GE2)",41429,,,Y,Y,0,20.66,,,,,,,0.204,,0.267,,,,,,,,,0.03,"JPL 86",2460600.5,60600,2024-10-17.0,J2000,0.5553,1.593,0.708,2.17,351.91,297.20,42.91,2.48,0.4903,2460512.99,2024-07-21.4,734,2.01,0.0109,4.25,2.72,4.19,3.6e-08,6.3e-09,5.5e-08,5.1e-06,6.5e-05,6.7e-05,2.3e-05,9.8e-09,2.9e-09,4.6e-05,4.4e-06,APO,"Otto Matic",9687,1998-03-25,2024-10-01,396,,,0,.63793,,,,,,,,,
20052760," 52760 (1998 ML14)",52760,,,Y,Y,0,17.50,,,,,,,1.0,,,14.28,,,,,,,,0.05,"JPL 155",2460600.5,60600,2024-10-17.0,J2000,0.6233,2.409,0.907,2.43,338.68,20.37,347.09,3.91,0.2636,2460649.47,2024-12-04.9,1.37e+03,3.74,0.0166,6.47,1.55,3.22,3.4e-09,6.7e-10,7.8e-09,3.0e-06,3.0e-05,3.0e-05,9.2e-07,1.1e-09,1.1e-10,3.5e-06,5.7e-07,APO,"Otto Matic",9484,1998-06-24,2024-06-11,684,11,7,0,.42263,,,,,,,,,
20052768," 52768 (1998 OR2)",52768,,,Y,Y,0,16.04,,,,,,,1.75,,,4.112,,,,,,,,0.30,"JPL 367",2460600.5,60600,2024-10-17.0,J2000,0.5755,2.38,1.010,5.88,26.94,174.59,81.21,3.75,0.2685,2460297.98,2023-12-19.4,1.34e+03,3.67,0.00979,3.81,1.21,3.29,1.5e-09,2.1e-09,3.8e-09,1.8e-07,3.8e-06,4.2e-06,5.4e-07,3.3e-09,3.6e-10,1.6e-06,1.8e-06,APO,"Otto Matic",13606,1987-06-30,2024-09-29,6075,10,0,0,.21822,,,,,,,,,
20053319," 53319 (1999 JM8)",53319,,,Y,Y,0,15.36,,,,,,,7.,,,143.7,,,,,X:,,,1.40,"JPL 253",2460600.5,60600,2024-10-17.0,J2000,0.6414,2.724,0.977,13.84,133.62,166.80,228.77,4.47,0.2193,2461198.95,2026-06-07.4,1.64e+03,4.49,0.0245,9.54,0.849,2.99,2.2e-09,2.2e-09,6.2e-09,3.5e-07,1.7e-06,2.3e-06,1.4e-06,3.7e-09,2.7e-10,7.1e-06,2.0e-06,APO,"Otto Matic",12335,1990-04-27,2024-02-03,1416,8,10,0,.4411,,,,-5.6e-15,2.4e-15,,,,
20053426," 53426 (1999 SL5)",53426,,,Y,Y,0,17.19,,,,,,,,,,5.03,,,,,,,,,"JPL 242",2460600.5,60600,2024-10-17.0,J2000,0.5391,1.923,0.886,22.77,239.06,43.36,167.90,2.96,0.3696,2460146.17,2023-07-20.6,974,2.67,0.0244,9.49,2.36,3.65,1.8e-09,1.4e-09,3.6e-09,5.5e-07,1.2e-06,1.8e-06,1.3e-06,2.2e-09,4.1e-10,3.1e-06,1.1e-06,APO,"Otto Matic",8871,1999-09-28,2024-01-11,1284,,,0,.45167,,,,,,,,,
20053429," 53429 (1999 TF5)",53429,,,Y,Y,0,18.94,,,,,,,,,,,,,,,,,,,"JPL 36",2460600.5,60600,2024-10-17.0,J2000,0.6410,2.022,0.726,26.78,199.16,64.09,281.57,3.32,0.3429,2460829.24,2025-06-02.7,1.05e+03,2.87,0.0482,18.7,2.32,3.43,8.2e-08,4.7e-09,1.7e-07,3.1e-05,2.3e-05,2.9e-05,3.2e-06,7.7e-09,1.2e-09,9.6e-06,3.7e-06,APO,"Otto Matic",8427,1999-10-03,2022-10-29,149,,,0,.42041,,,,,,,,,
20053550," 53550 (2000 BF19)",53550,,,Y,Y,0,19.06,,,,,,,,,,,,,,,,,,,"JPL 118",2460600.5,60600,2024-10-17.0,J2000,0.4196,1.495,0.868,7.17,313.14,324.95,67.25,2.12,0.539,2460475.74,2024-06-14.2,668,1.83,0.046,17.9,3.03,4.45,3.3e-08,2.2e-09,5.0e-08,5.5e-06,3.5e-05,3.6e-05,4.7e-06,3.1e-09,1.2e-09,8.6e-06,1.5e-06,APO,"Otto Matic",12050,1991-10-04,2024-09-30,397,,,0,.57588,,,,,,,,,
20053789," 53789 (2000 ED104)",53789,,,Y,Y,0,17.34,,,,,,,0.843,,0.222,43,,,,,,,,0.22,"JPL 239",2460600.5,60600,2024-10-17.0,J2000,0.2692,1.371,1.002,40.78,190.02,218.35,236.89,1.74,0.6142,2460800.93,2025-05-05.4,586,1.6,0.0482,18.7,3.8,4.54,1.0e-09,2.0e-09,2.2e-09,3.0e-07,1.8e-07,5.5e-07,1.8e-06,2.5e-09,1.3e-09,3.4e-06,1.3e-06,APO,"Otto Matic",25266,1955-04-16,2024-06-18,1197,,,0,.47981,,,,-1.8e-14,5.9e-15,,,,
20065690," 65690 (1991 DG)",65690,,,Y,Y,0,19.06,,,,,,,,,,7.1125,,,,,,,,,"JPL 178",2460600.5,60600,2024-10-17.0,J2000,0.3632,1.428,0.909,11.14,180.10,63.37,212.30,1.95,0.5777,2460856.18,2025-06-29.6,623,1.71,0.0402,15.6,3.1,4.6,1.2e-08,1.2e-09,1.7e-08,3.1e-06,6.7e-06,8.1e-06,3.5e-06,1.6e-09,7.2e-10,6.3e-06,7.7e-07,APO,"Otto Matic",11626,1991-02-20,2022-12-20,1172,,,0,.46649,,,,,,,,,
20065717," 65717 (1993 BX3)",65717,,,Y,Y,0,20.87,,,,,,,,,,20.33,,,,,,,,,"JPL 167",2460600.5,60600,2024-10-17.0,J2000,0.2810,1.395,1.003,2.81,174.75,290.95,104.62,1.79,0.5979,2460425.54,2024-04-25.0,602,1.65,0.0481,18.7,3.35,4.72,7.6e-09,7.5e-09,8.9e-09,1.2e-06,1.8e-05,1.8e-05,5.7e-06,9.6e-09,4.8e-09,8.3e-06,4.8e-06,APO,"Otto Matic",10452,1992-10-03,2021-05-16,5565,2,1,0,.1464,,,,7.7e-14,1.0e-14,,,,
20065803," 65803 Didymos (1996 GT)",65803,Didymos,,Y,Y,1,18.11,,,,,,,0.78,"0.797 x 0.783 x 0.761",,2.2593,,,,,S,,,0.03,"JPL 219",2460600.5,60600,2024-10-17.0,J2000,0.3833,1.643,1.013,3.41,72.99,319.60,339.93,2.27,0.4682,2460643.37,2024-11-28.8,769,2.11,0.0398,15.5,3.17,4.2,1.3e-10,3.0e-10,3.0e-10,1.6e-08,2.2e-07,2.5e-07,1.3e-07,4.1e-10,1.3e-10,2.8e-07,2.1e-07,APO,"Steve Chesley",722,2022-10-01,2024-09-22,1647,2,0,0,.31533,,,,,,,,,
20065909," 65909 (1998 FH12)",65909,,,Y,Y,0,19.30,,,,,,,,,,3,,,,,,,,,"JPL 135",2460600.5,60600,2024-10-17.0,J2000,0.5397,1.091,0.502,3.56,108.59,284.51,196.93,1.68,0.8648,2460789.06,2025-04-23.5,416,1.14,0.0126,4.92,3.77,5.54,3.1e-08,9.2e-10,3.4e-08,2.3e-06,3.3e-05,3.3e-05,1.1e-05,1.4e-09,1.1e-09,1.3e-05,5.3e-07,APO,"Otto Matic",9149,1998-03-25,2023-04-12,523,8,2,0,.48171,,,,,,,,,
20067381," 67381 (2000 OL8)",67381,,,Y,Y,0,19.80,,,,,,,,,,,,,,,,,,,"JPL 56",2460600.5,60600,2024-10-17.0,J2000,0.5430,1.321,0.604,10.67,294.84,266.96,38.01,2.04,0.6495,2460541.97,2024-08-19.4,554,1.52,0.0177,6.89,2.99,4.77,1.7e-07,1.4e-08,2.3e-07,1.1e-05,2.4e-05,2.9e-05,4.5e-05,2.2e-08,1.0e-08,6.8e-05,8.9e-06,APO,"Otto Matic",8474,2000-07-30,2023-10-12,226,,,0,.53963,,,,,,,,,
20068216," 68216 (2001 CV26)",68216,,,Y,Y,0,16.62,,,,,,,0.994,,0.449,2.429,,,,,,,,0.04,"JPL 484",2460600.5,60600,2024-10-17.0,J2000,0.3267,1.32,0.889,17.99,18.13,48.74,301.79,1.75,0.65,2460690.05,2025-01-14.5,554,1.52,0.0241,9.36,3.67,4.85,1.5e-09,7.4e-11,2.0e-09,1.4e-07,3.1e-07,6.2e-07,4.7e-07,9.8e-11,5.5e-11,7.4e-07,4.7e-08,APO,"Otto Matic",8587,2001-02-01,2024-08-06,2651,5,0,0,.39664,,,,,,,,,
20068346," 68346 (2001 KZ66)",68346,,,Y,Y,0,16.93,,,,,,,0.736,,0.291,4.987,,,,,,,,0.21,"JPL 238",2460600.5,60600,2024-10-17.0,J2000,0.4166,1.507,0.879,16.70,219.37,140.29,133.79,2.14,0.5326,2460349.29,2024-02-08.7,676,1.85,0.0386,15,3.39,4.39,2.4e-09,1.7e-10,3.7e-09,2.0e-07,7.2e-07,1.1e-06,8.0e-07,2.4e-10,9.0e-11,1.5e-06,1.1e-07,APO,"Otto Matic",15870,1979-12-28,2023-06-10,1171,1,1,0,.51105,,,,,,,,,
20068372," 68372 (2001 PM9)",68372,,,Y,Y,0,18.97,,,,,,,,,,,,,,,,,,,"JPL 107",2460600.5,60600,2024-10-17.0,J2000,0.4160,1.618,0.945,8.11,252.96,322.33,157.97,2.29,0.4789,2460270.62,2023-11-22.1,752,2.06,0.00376,1.46,2.7,4.22,4.0e-08,6.3e-09,6.5e-08,5.3e-06,3.1e-05,3.2e-05,2.4e-05,9.0e-09,2.8e-09,4.8e-05,4.4e-06,APO,"Otto Matic",8475,2001-06-28,2024-09-10,367,,,0,.65201,,,,,,,,,
20068548," 68548 (2001 XR31)",68548,,,Y,Y,0,16.57,,,,,,,1.182,,0.289,,,,,,,,,0.04,"JPL 250",2460600.5,60600,2024-10-17.0,J2000,0.4368,1.707,0.961,22.72,302.02,24.71,186.50,2.45,0.4419,2460993.10,2025-11-13.5,815,2.23,0.0247,9.62,2.92,4,3.5e-09,7.7e-10,6.1e-09,4.7e-07,6.1e-07,8.7e-07,1.4e-06,1.1e-09,3.0e-10,3.3e-06,5.5e-07,APO,"Otto Matic",10932,1994-04-06,2024-03-11,1352,,,0,.42266,,,,,,,,,
20068950," 68950 (2002 QF15)",68950,,,Y,Y,0,16.39,,,,,,,1.650,,0.178,45.24,,,,,,,,0.56,"JPL 521",2460600.5,60600,2024-10-17.0,J2000,0.3443,1.057,0.693,25.15,236.21,255.57,54.57,1.42,0.9069,2460540.33,2024-08-17.8,397,1.09,0.00746,2.9,3.82,5.69,6.9e-10,2.3e-10,6.3e-10,6.3e-08,1.0e-07,1.2e-07,5.5e-07,3.1e-10,3.0e-10,5.8e-07,1.3e-07,APO,"Otto Matic",24191,1955-07-23,2021-10-15,3067,12,1,0,.41024,,,,-7.0e-15,3.6e-16,,,,
20069230," 69230 Hermes (1937 UB)",69230,Hermes,,Y,Y,1,17.68,,,,,,,,,,13.894,,,,,,,,,"JPL 189",2460600.5,60600,2024-10-17.0,J2000,0.6239,1.655,0.622,6.07,34.05,92.90,279.39,2.69,0.463,2460774.62,2025-04-09.1,778,2.13,0.00431,1.68,2.43,4.02,1.0e-08,1.9e-09,1.7e-08,3.4e-06,9.8e-06,9.7e-06,3.8e-06,3.1e-09,8.0e-10,8.4e-06,1.3e-06,APO,"Otto Matic",31752,1937-10-25,2024-09-30,2649,3,3,0,.26309,,,,-1.1e-14,1.9e-15,,,,
20085182," 85182 (1991 AQ)",85182,,,Y,Y,0,17.13,,,,,,,1.1,,0.242,,,,,,,,,,"JPL 155",2460600.5,60600,2024-10-17.0,J2000,0.7777,2.22,0.494,3.12,339.40,243.23,59.27,3.95,0.2979,2460401.55,2024-04-01.0,1.21e+03,3.31,0.0161,6.25,1.07,3.16,1.1e-08,2.1e-09,2.5e-08,4.7e-06,7.0e-05,6.9e-05,4.1e-06,3.7e-09,4.1e-10,1.4e-05,1.7e-06,APO,"Otto Matic",12314,1991-01-14,2024-10-01,713,5,3,0,.44606,,,,,,,,,
20085236," 85236 (1993 KH)",85236,,,Y,Y,0,18.75,,,,,,,,,,5.057,,,,,,,,,"JPL 171",2460600.5,60600,2024-10-17.0,J2000,0.3110,1.234,0.850,12.81,54.36,293.82,252.62,1.62,0.7192,2460749.81,2025-03-15.3,501,1.37,0.000862,0.335,3.84,5.12,1.0e-09,1.2e-09,1.3e-09,1.4e-07,4.0e-07,1.8e-07,1.4e-06,1.6e-09,1.1e-09,2.2e-06,7.3e-07,APO,"Otto Matic",11202,1993-05-24,2024-01-24,1174,1,0,0,.46962,,,,-1.8e-14,3.7e-15,,,,
20085585," 85585 Mjolnir (1998 FG2)",85585,Mjolnir,,Y,Y,0,21.64,,,,,,,,,,11.6,,,,,,,,,"JPL 32",2460600.5,60600,2024-10-17.0,J2000,0.3563,1.298,0.835,4.08,2.31,95.42,37.53,1.76,0.6669,2460544.22,2024-08-21.7,540,1.48,0.0218,8.47,3.43,4.94,1.4e-07,1.7e-08,2.0e-07,1.5e-05,5.5e-05,6.2e-05,1.2e-04,2.4e-08,1.3e-08,1.8e-04,1.1e-05,APO,"Otto Matic",2039,1998-03-21,2003-10-20,196,,,0,.57282,,,,,,,,,
20085640," 85640 (1998 OX4)",85640,,,Y,Y,0,21.14,,,,,,,,,,,,,,,,,,,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.4859,1.58,0.812,4.52,299.57,117.30,15.27,2.35,0.4961,2460569.73,2024-09-16.2,726,1.99,0.00102,0.398,3.04,4.25,3.5e-08,2.0e-09,5.4e-08,6.9e-06,7.9e-05,7.9e-05,8.5e-06,3.0e-09,9.5e-10,1.7e-05,1.4e-06,APO,"Otto Matic",7584,1998-07-26,2019-05-01,274,,,0,.56911,,,,,,,,,
20085713," 85713 (1998 SS49)",85713,,,Y,Y,0,15.78,,,,,,,3.484,,0.076,5.37,,,,,,,,0.79,"JPL 287",2460600.5,60600,2024-10-17.0,J2000,0.6388,1.923,0.695,10.79,40.95,103.13,239.57,3.15,0.3695,2460926.40,2025-09-07.8,974,2.67,0.0039,1.52,1.99,3.62,2.1e-08,8.4e-10,4.0e-08,3.3e-06,1.2e-05,1.2e-05,2.1e-06,1.4e-09,2.4e-10,5.7e-06,6.4e-07,APO,"Otto Matic",9498,1998-09-29,2024-09-30,1493,3,0,0,.32886,,,,,,,,,
20085774," 85774 (1998 UT18)",85774,,,Y,Y,0,19.10,,,,,,,0.939,,0.042,55.,,,,,C,,,0.01,"JPL 195",2460600.5,60600,2024-10-17.0,J2000,0.3288,1.403,0.942,13.59,64.62,50.15,178.64,1.86,0.5932,2460299.33,2023-12-20.8,607,1.66,0.0363,14.1,3.31,4.66,8.8e-09,5.8e-10,1.2e-08,5.6e-06,5.0e-06,6.4e-06,1.9e-06,7.8e-10,3.7e-10,3.1e-06,3.8e-07,APO,"Otto Matic",12846,1989-04-30,2024-07-01,900,4,4,0,.42781,,,,-6.9e-15,1.3e-15,,,,
